63	1000234771,2845581800
73	1000392380,1911890185
132	1000444420,2721650514
8	1000570675,2019938152
36	1000683818,1046119191
68	1000697092,2404758869
2	1000704768,365184315
19	1000890338,317018434
22	1000896853,1404258210
68	100100338,95223687
71	1001014123,4097640033
77	1001442215,1322823895
52	1001516077,2279311944
39	1001563423,947600948
65	1002375876,2869021949
81	1002417756,99535265
19	1002965497,2779198497
17	1002985999,1816307127
66	1003101704,1302815147
63	100313923,469968844
19	1003217934,30852665
39	1003323541,2410864626
4	1003533166,199984623
30	1003775248,706250895
19	1004352937,313083725
87	1004480205,2821363602
31	1004576401,2483114052
38	1005000906,1957411846
19	1005022033,2438697764
19	1005080269,1854938428
24	1005083674,2850152305
115	1005149688,2767058539
28	1005624007,1933605521
65	1005784888,2975983389
129	1005854938,714097390
26	1006060628,1010693423
66	1006255926,1882793765
66	1006383751,922093392
81	1006776369,3326779185
59	1006860049,888555608
66	1006870508,2643499888
128	1007266354,2887148665
109	1007346411,2247862068
61	100756039,1726052465
69	1007833497,507205742
61	1008068025,3740886681
19	1008259636,3842474610
25	1008802072,3630865164
8	1008840432,1987699999
30	1009095953,162578923
78	1009107544,1759722533
19	1009695224,1231186140
115	1009837310,3280444734
109	1010028172,2824635196
64	1010292598,466491316
71	101033818,3817477989
120	1010566036,3502195863
19	1010661329,45647285
111	1010861290,2738296
95	101091380,2603160343
61	1011271521,1924537350
52	1011473773,1392154635
19	1011625733,3938292920
36	101186400,2862854888
132	1012090320,2426977773
123	1012097373,3366922090
115	1012166756,2735286545
19	1012209621,14544973
39	1012439357,1872827343
101	1012461610,3019443258
111	1012548097,360273431
61	1012837259,1317819145
8	10129177,4229101869
65	1013139947,1885005185
69	101314680,2963665082
95	1013165511,3275809820
69	1013262126,4235385372
88	1013287581,2263425760
25	1013336050,2905563191
30	1013426480,3163327834
81	1013616033,451383217
61	1013740438,3978986455
132	1013759313,243006631
19	1013776445,3572350105
8	1014164079,1393751958
88	1014164881,2356967895
50	1014748064,2434990644
37	101481499,2071435406
24	1014825642,844993778
129	10148303,2663678272
123	1014850265,1304301989
46	1015118759,135423588
8	1015286528,2503775313
46	1015518629,2621593374
71	1015763829,887920316
19	1015873694,1717028503
88	1015921393,3620903239
23	1016039285,3270665120
17	1016092388,1550867958
64	101609936,2894028561
2	1016234696,3987969786
19	1016681718,273019278
69	1016957315,1768818497
127	1017085119,2364377870
7	1017105854,2031527502
34	1017205911,2086521465
52	1017207602,821804466
132	1017424398,4240031274
19	1017445622,3311552229
128	1017499768,573197232
0	1017693267,540922568
70	1017757667,1132975747
30	1017907886,198689175
66	1018262909,1446953604
61	1018401210,4178860727
88	1018415284,2988847085
8	1018722216,3659861818
126	1018838063,560776546
62	1019215013,647359785
101	1019259899,3794338262
42	1019308529,2329719741
72	1019889269,1781488627
61	1020248849,2233224460
88	1020643666,785228421
109	1020704115,893161905
52	102078566,4217061259
101	1021007112,794756621
36	1021041026,1142365257
36	1021329340,2991684053
21	1021405777,143872300
19	1021436802,502559527
87	1021791426,2661684402
71	1022006437,347437705
81	1022024560,2755164025
72	102206613,3127635212
69	1022186404,1519355689
18	1022390250,2032720969
26	1022790570,2912884051
87	1023092520,441408699
19	1023151053,2798112524
25	1023203917,1825051954
2	1023540592,2141653598
66	1023728661,4055076053
19	1023913404,3527972482
22	1024283953,1245889120
19	1024537620,2186780649
109	1024746051,3250953248
111	1024884202,3413718408
19	1025035942,3250227254
22	1025190288,3158560501
87	1025323607,3864285334
68	1025464971,221958990
48	1026084854,3961928886
30	102611222,4228116045
95	1026190177,3281276955
111	1026272854,1806368927
66	1026430468,449625946
84	1026673115,4115638364
111	1026716210,2793172833
88	1027365725,559439279
38	1027375049,1541867718
59	102777985,3993524431
77	1027919743,2846954131
19	102793172,1516258149
111	1028017407,240086409
6	1028220681,1027595995
59	1028463461,3945974019
53	1028569637,867983759
39	1028601826,1841565932
1	1028688536,898733332
65	1028944934,4024321441
42	1028999482,4040312726
8	1029300637,875962655
52	1029392198,781060921
132	1029553866,1884185554
24	1030133317,1908062779
75	1030176755,1839007245
87	1030228157,2553669489
24	1030258162,1217488617
52	1030349457,1211221722
70	1030615047,186372699
39	1030634451,435180140
88	1030667521,3396201251
114	1031026337,30189632
65	1031142545,3143581549
69	1031156390,3070653629
88	1031245977,4000842796
1	1031295528,1833652093
81	1031491946,2813127030
111	1031507057,2356712471
73	1031579590,4245627278
7	1032119602,84047301
31	1032333348,1735118769
60	1032336408,1955000621
19	1032841058,3955206909
60	1032907314,2587142112
19	1032923523,1009643950
19	1033176858,2646494575
19	1033234874,1608287982
30	103382174,451681727
30	1033898591,2006980985
